NumDots,UrlLength,NumDash,AtSymbol,IpAddress,HttpsHostname,PathLength,NumChars,Phishing
2,45,0,0,0,0,45,0,0
2,80,0,0,0,0,80,1,0
1,20,0,0,0,0,20,0,0
3,71,0,0,0,0,28,1,0
1,50,0,0,0,0,21,0,0
2,34,1,0,0,0,34,0,0
1,96,9,0,0,0,74,1,0
3,87,0,0,0,0,10,1,0
1,75,8,0,0,0,75,1,0
2,32,0,0,0,0,32,0,0
3,371,4,0,0,0,79,1,0
3,110,7,0,0,0,84,20,0
3,45,1,0,0,0,23,1,0
3,36,0,0,0,0,36,1,0
1,19,0,0,0,0,19,0,0
3,90,0,0,0,0,65,1,0
2,54,0,0,0,0,25,1,0
2,28,0,0,0,0,28,0,0
1,17,0,0,0,0,17,0,0
1,31,0,0,0,0,17,1,0
1,16,0,0,0,0,16,0,0
1,21,0,0,0,0,21,0,0
1,71,5,0,0,0,71,1,0
3,56,0,0,0,0,30,0,0
2,19,0,0,0,0,19,0,0
8,103,2,0,0,0,103,1,0
2,54,2,0,0,0,34,0,0
1,32,0,0,0,0,32,0,0
1,112,11,0,0,0,88,0,0
1,50,3,0,0,0,50,0,0
2,95,11,0,0,0,95,1,0
2,33,0,0,0,0,33,1,0
3,37,0,0,0,0,16,0,0
2,87,0,0,0,0,10,1,0
3,28,0,0,0,0,28,1,0
1,30,0,0,0,0,23,0,0
1,25,0,0,0,0,25,1,0
3,43,0,0,0,0,8,1,0
1,37,0,0,0,0,37,0,0
1,27,1,0,0,0,27,1,0
2,42,2,0,0,0,42,1,0
1,58,0,0,0,0,58,0,0
1,43,1,0,0,0,43,1,0
2,27,0,0,0,0,27,0,0
1,68,5,0,0,0,68,0,0
2,85,1,0,0,0,85,1,0
12,931,0,0,0,2,46,1,0
4,76,0,0,0,0,10,0,0
3,35,0,0,0,0,35,1,0
3,75,5,0,0,0,44,1,0
5,136,5,0,0,0,57,1,0
2,31,2,0,0,0,31,1,0
3,46,0,0,0,0,46,0,0
2,116,1,0,0,0,24,1,0
1,18,0,0,0,0,18,0,0
1,27,0,0,0,0,27,0,0
3,45,0,0,0,0,28,1,0
1,36,0,0,0,0,36,1,0
3,41,0,0,0,0,10,1,0
1,74,6,0,0,0,74,1,0
2,54,1,0,0,0,41,1,0
1,25,1,0,0,0,25,0,0
1,16,0,0,0,0,16,0,0
2,52,3,0,0,0,52,1,0
1,83,5,0,0,0,61,1,0
1,69,6,0,0,0,69,1,0
10,164,10,0,0,0,164,1,0
2,48,0,0,0,0,48,0,0
2,37,0,0,0,0,8,1,0
1,38,1,0,0,0,38,1,0
16,366,3,0,0,0,248,1,0
3,110,0,0,0,0,10,1,0
4,94,0,0,0,0,10,1,0
1,33,0,0,0,0,33,0,0
2,44,0,0,0,0,44,1,0
2,39,0,0,0,0,39,0,0
2,43,1,0,0,0,10,1,0
1,29,1,0,0,0,29,0,0
2,229,12,0,0,0,10,1,0
3,38,0,0,0,0,38,1,0
1,42,1,0,0,0,42,1,0
2,65,0,0,0,0,65,1,0
1,22,0,0,0,0,22,0,0
1,38,0,0,0,0,38,1,0
2,63,0,0,0,0,22,1,0
4,264,1,0,0,0,111,1,0
1,17,0,0,0,0,17,0,0
2,92,8,0,0,0,92,1,0
1,78,6,0,0,0,78,1,0
1,29,0,0,0,0,29,1,0
5,82,1,0,0,0,33,1,0
2,49,2,0,0,0,49,1,0
3,41,0,0,0,0,13,1,0
2,48,0,0,0,0,48,0,0
1,25,2,0,0,0,25,0,0
2,38,0,0,0,0,28,1,0
2,29,0,0,0,0,29,0,0
1,13,0,0,0,0,13,0,0
2,29,1,0,0,0,29,0,0
2,81,1,0,0,0,10,1,0
1,26,0,0,0,0,26,1,0
1,92,9,0,0,0,92,1,0
2,43,2,0,0,0,43,0,0
1,24,1,0,0,0,24,1,0
2,50,0,0,0,0,32,1,0
2,23,0,0,0,0,23,1,0
2,35,1,0,0,0,35,0,0
3,122,1,0,0,0,11,1,0
3,192,1,0,0,0,45,1,0
2,89,13,0,0,0,67,1,0
1,112,15,0,0,0,97,1,0
1,16,0,0,0,0,16,0,0
1,85,12,0,0,0,85,0,0
1,117,12,0,0,0,96,1,0
2,55,3,0,0,0,23,0,0
3,220,0,0,0,0,18,1,0
1,9,0,0,0,0,9,1,0
2,87,0,0,0,0,87,0,0
2,29,0,0,0,0,29,0,0
1,110,6,0,0,0,97,1,0
2,33,0,0,0,0,33,0,0
3,167,12,0,0,0,10,1,0
1,21,0,0,0,0,21,0,0
2,30,0,0,0,0,23,1,0
2,18,0,0,0,0,18,0,0
1,114,11,0,0,0,114,0,0
2,48,3,0,0,0,48,0,0
2,42,0,0,0,0,42,0,0
1,61,0,0,0,0,8,1,0
2,38,0,0,0,0,38,1,0
1,14,0,0,0,0,14,0,0
1,14,0,0,0,0,14,0,0
3,72,1,0,0,0,10,0,0
2,47,1,0,0,0,47,1,0
3,75,5,0,0,0,75,1,0
3,80,5,0,0,0,80,1,0
0,22,0,0,0,0,0,0,0
5,83,0,0,0,0,56,1,0
1,26,0,0,0,0,19,1,0
2,138,15,0,0,0,120,1,0
2,64,1,0,0,0,42,0,0
2,88,2,0,0,0,10,1,0
1,32,0,0,0,0,32,0,0
2,34,2,0,0,0,34,0,0
1,38,1,0,0,0,38,0,0
2,26,0,0,0,0,26,0,0
2,31,0,0,0,0,31,0,0
2,33,1,0,0,0,33,0,0
1,48,2,0,0,0,48,0,0
1,29,0,0,0,0,29,0,0
2,95,2,0,0,0,37,1,0
1,90,4,0,0,0,73,1,0
3,63,0,0,0,0,45,1,0
1,53,0,0,0,0,53,0,0
3,38,2,0,0,0,38,1,0
3,90,1,0,0,0,10,1,0
2,38,0,0,0,0,38,0,0
5,81,2,0,0,0,55,1,0
3,50,1,0,0,0,50,0,0
2,90,13,0,0,0,72,1,0
2,59,2,0,0,0,14,1,0
2,31,0,0,0,0,31,0,0
2,56,0,0,0,0,56,0,0
1,38,3,0,0,0,38,0,0
2,52,3,0,0,0,52,0,0
2,181,7,0,0,0,10,1,0
2,36,1,0,0,0,19,1,0
1,53,1,0,0,0,53,1,0
3,92,1,0,0,0,27,1,0
2,106,4,0,0,0,89,1,0
2,143,16,0,0,0,106,1,0
1,29,1,0,0,0,29,0,0
2,37,0,0,0,0,37,0,0
1,20,0,0,0,0,20,0,0
2,44,0,0,0,0,44,0,0
2,80,0,0,0,0,80,1,0
1,21,0,0,0,0,21,1,0
2,29,0,0,0,0,29,0,0
1,38,1,0,0,0,38,0,0
2,22,0,0,0,0,22,0,0
3,93,1,0,0,0,10,1,0
3,40,0,0,0,0,40,0,0
6,90,1,0,0,0,55,1,0
2,41,1,0,0,0,41,1,0
2,46,1,0,0,0,46,1,0
2,40,0,0,0,0,40,1,0
3,31,0,0,0,0,11,0,0
3,112,3,0,0,0,10,1,0
2,43,0,0,0,0,21,0,0
4,45,0,0,0,0,13,1,0
1,60,5,0,0,0,60,1,0
3,56,1,0,0,0,56,1,0
4,84,0,0,0,0,84,1,0
3,41,0,0,0,0,31,1,0
1,30,1,0,0,0,30,0,0
1,79,7,0,0,0,79,1,0
2,27,1,0,0,0,27,0,0
4,81,0,0,0,0,71,1,0
1,89,9,0,0,0,67,8,0
2,44,0,0,0,0,36,1,0
1,42,1,0,0,0,42,0,0
1,16,0,0,0,0,16,0,0
3,147,4,0,0,0,10,1,0
2,33,0,0,0,0,33,0,0
2,73,0,0,0,0,25,1,0
4,48,0,0,0,0,6,0,0
1,19,0,0,0,0,19,0,0
1,52,3,0,0,0,52,1,0
2,40,0,0,0,0,30,1,0
3,46,0,0,0,0,46,0,0
1,75,0,0,0,0,75,1,0
1,94,7,0,0,1,73,1,0
1,30,4,0,0,0,30,0,0
1,65,5,0,0,0,65,1,0
1,89,8,0,0,0,89,1,0
2,38,0,0,0,0,38,0,0
2,49,2,0,0,0,25,0,0
4,108,1,0,0,0,108,1,0
1,48,3,0,0,0,48,0,0
3,116,0,0,0,0,10,1,0
3,78,5,0,0,0,78,1,0
3,44,0,0,0,0,20,6,0
2,104,15,0,0,0,88,1,0
1,10,0,0,0,0,10,0,0
1,12,0,0,0,0,12,1,0
1,28,1,0,0,0,28,0,0
2,154,7,0,0,0,10,1,0
1,54,0,0,0,0,54,1,0
1,13,0,0,0,0,13,0,0
1,26,0,0,0,0,26,0,0
2,99,2,0,0,0,42,1,0
1,21,0,0,0,0,21,0,0
2,31,0,0,0,0,31,1,0
2,114,0,0,0,0,28,1,0
2,93,1,0,0,0,13,1,0
1,21,0,0,0,0,21,1,0
2,150,0,0,0,0,150,1,0
1,34,0,0,0,0,27,1,0
1,83,6,0,0,0,68,1,0
3,41,1,0,0,0,11,0,0
1,10,0,0,0,0,10,0,0
3,63,0,0,0,0,34,1,0
1,17,0,0,0,0,17,0,0
2,48,1,0,0,0,48,0,0
1,41,3,0,0,0,41,0,0
2,73,1,0,0,0,24,1,0
3,49,0,0,0,0,49,1,0
1,19,0,0,0,0,19,1,0
1,41,2,0,0,0,41,1,0
1,23,0,0,0,0,23,0,0
2,34,0,0,0,0,11,0,0
2,62,0,0,0,0,62,1,0
1,65,6,0,0,0,65,1,0
1,35,2,0,0,0,35,1,0
1,227,1,0,0,0,204,1,0
2,29,0,0,0,0,29,0,0
3,114,3,0,0,0,114,1,0
2,41,1,0,0,0,41,0,0
2,38,0,0,0,0,38,0,0
2,43,0,0,0,0,43,0,0
1,22,0,0,0,0,22,0,0
2,39,0,0,0,0,39,0,0
2,32,0,0,0,0,32,0,0
2,56,4,0,0,0,56,1,0
1,40,1,0,0,0,19,0,0
1,96,5,0,0,0,83,1,0
3,30,1,0,0,0,30,0,0
2,36,0,0,0,0,36,0,0
3,119,0,0,0,0,28,1,0
1,31,0,0,0,0,17,1,0
4,74,2,0,0,0,26,0,0
3,105,0,0,0,0,52,1,0
2,22,0,0,0,0,22,0,0
1,88,9,0,0,0,88,0,0
1,40,0,0,0,0,40,0,0
1,31,0,0,0,0,17,1,0
1,60,6,0,0,0,60,0,0
1,20,0,0,0,0,20,0,0
1,32,0,0,0,0,32,0,0
3,51,1,1,0,0,51,1,0
2,30,1,0,0,0,30,0,0
3,190,1,0,0,0,43,1,0
2,19,0,0,0,0,19,0,0
3,64,2,0,0,0,18,0,0
3,93,0,0,0,0,10,1,0
2,115,1,0,0,0,10,1,0
2,31,0,0,0,0,31,1,0
2,78,4,0,0,0,48,7,0
4,90,0,0,0,0,32,1,0
1,77,3,0,0,0,77,0,0
1,24,0,0,0,0,24,1,0
1,31,0,0,0,0,17,1,0
3,92,2,0,0,0,10,1,0
2,41,0,0,0,0,28,1,0
2,54,3,0,0,0,28,0,0
2,41,0,0,0,0,41,1,0
4,274,0,0,0,0,10,1,0
3,47,0,0,0,0,47,1,0
3,115,0,0,0,0,68,1,0
2,267,0,0,0,0,10,1,0
2,34,0,0,0,0,34,0,0
3,58,0,0,0,0,47,1,0
2,25,0,0,0,0,25,0,0
1,84,5,0,0,0,51,1,0
2,20,0,0,0,0,20,0,0
1,93,0,0,0,0,93,1,0
2,84,0,0,0,0,10,1,0
1,51,3,0,0,0,51,0,0
3,92,0,0,0,0,10,1,0
1,31,0,0,0,0,17,0,0
2,39,0,0,0,0,39,0,0
4,83,0,0,0,0,32,1,0
3,32,0,0,0,0,32,0,0
2,45,0,0,0,0,45,0,0
3,101,2,0,0,0,69,0,0
2,57,1,0,0,0,57,1,0
2,30,1,0,0,0,30,0,0
3,70,4,0,0,0,70,1,0
2,37,0,0,0,0,37,0,0
2,30,1,0,0,0,30,1,0
2,42,0,0,0,0,42,1,0
1,40,3,0,0,0,40,0,0
2,34,0,0,0,0,34,0,0
2,47,0,0,0,0,22,1,0
2,44,1,0,0,0,8,0,0
3,96,1,0,0,0,10,1,0
1,60,4,0,0,0,60,1,0
1,39,0,0,0,0,39,1,0
1,69,4,0,0,0,69,1,0
3,81,0,0,0,0,10,1,0
1,14,0,0,0,0,14,0,0
1,31,1,0,0,0,17,0,0
1,31,1,0,0,0,31,0,0
1,28,1,0,0,0,28,0,0
1,18,0,0,0,0,18,0,0
4,85,0,0,0,0,10,0,0
1,47,0,0,0,0,47,0,0
2,40,1,0,0,0,40,1,0
2,37,3,0,0,0,37,0,0
1,54,5,0,0,0,54,1,0
4,62,0,0,0,0,62,1,0
6,70,1,0,0,0,70,0,0
3,37,0,0,0,0,37,0,0
2,58,1,0,0,0,16,0,0
1,44,1,0,0,0,44,0,0
3,40,0,0,0,0,40,1,0
1,48,2,0,0,0,48,1,0
2,57,3,0,0,0,57,1,0
3,98,8,0,0,0,74,1,0
2,91,1,0,0,0,7,0,0
1,44,1,0,0,0,20,1,0
1,18,0,0,0,0,18,0,0
2,28,1,0,0,0,28,0,0
1,95,11,0,0,0,95,1,0
1,17,0,0,0,0,17,0,0
2,44,1,0,0,0,20,0,0
2,62,4,0,0,0,62,1,0
3,45,0,0,0,0,45,0,0
1,20,0,0,0,0,20,0,0
2,157,15,0,0,0,120,1,0
1,25,0,0,0,0,25,1,0
1,32,1,0,0,0,32,0,0
2,31,0,0,0,0,31,0,0
3,73,0,0,0,0,17,1,0
2,16,0,0,0,0,16,0,0
1,45,0,0,0,0,45,1,0
1,68,4,0,0,0,68,1,0
1,39,0,0,0,0,39,0,0
1,49,1,0,0,0,49,1,0
2,44,0,0,0,0,11,0,0
1,43,1,0,0,0,43,1,0
3,37,0,0,0,0,14,0,0
1,106,10,0,0,1,69,1,0
1,31,1,0,0,0,31,0,0
1,34,0,0,0,0,23,1,0
2,37,0,0,0,0,37,0,0
4,56,1,0,0,0,37,5,0
2,47,1,0,0,0,22,0,0
1,16,0,0,0,0,16,0,0
5,42,0,0,0,0,42,0,0
3,82,0,0,0,0,10,1,0
2,45,2,0,0,0,45,1,0
2,44,0,0,0,0,44,0,0
3,45,1,0,0,0,24,0,0
1,56,8,0,0,0,56,0,0
3,94,0,0,0,0,10,1,0
3,51,0,0,0,0,19,6,0
1,46,1,0,0,0,46,0,0
1,56,3,0,0,0,56,1,0
2,67,2,0,0,0,50,1,0
1,83,9,0,0,0,61,1,0
2,93,0,0,0,0,35,1,0
1,55,1,0,0,0,55,1,0
2,37,0,0,0,0,37,0,0
1,98,9,0,0,0,73,1,0
1,36,0,0,0,0,36,1,0
2,39,0,0,0,0,11,0,0
1,62,3,0,0,0,62,0,0
2,28,0,0,0,0,28,1,0
1,27,0,0,0,0,27,0,0
4,110,1,0,0,0,10,1,0
2,76,5,0,0,0,76,1,0
2,85,4,0,0,0,85,1,0
2,99,7,0,0,0,99,0,0
5,95,0,0,0,0,17,1,0
2,44,0,0,0,0,44,0,0
2,58,1,0,0,0,58,1,0
3,167,1,0,0,0,10,1,0
3,54,0,0,0,0,27,1,0
3,196,1,0,0,0,43,1,0
2,19,1,0,0,0,19,0,0
2,58,0,0,0,0,42,0,0
2,91,2,0,0,0,73,1,0
2,43,2,0,0,0,43,0,0
2,42,0,0,0,0,15,0,0
1,25,0,0,0,0,25,0,0
1,21,1,0,0,0,21,1,0
1,40,1,0,0,0,40,1,0
2,67,2,0,0,0,34,0,0
1,24,0,0,0,0,24,1,0
1,40,1,0,0,0,40,1,0
2,69,0,0,0,0,42,1,0
3,21,0,0,0,0,21,1,0
2,64,4,0,0,0,29,0,0
2,118,16,0,0,0,100,1,0
